0 	 0.0000 	 0.0000 	 0.0000
1 	 0.0000 	 10.0000 	 0.0000
2 	 0.0000 	 20.0000 	 0.0000
3 	 0.0000 	 30.0000 	 0.0000
4 	 0.0000 	 40.0000 	 0.0000
5 	 0.0000 	 50.0000 	 0.0000
6 	 0.0000 	 60.0000 	 0.0000
7 	 0.0000 	 70.0000 	 0.0000
8 	 0.0000 	 80.0000 	 0.0000
9 	 0.0000 	 90.0000 	 0.0000
10 	 0.0000 	 100.0000 	 0.0000
11 	 0.0000 	 110.0000 	 0.0000
12 	 0.0000 	 120.0000 	 0.0000
13 	 0.0000 	 130.0000 	 0.0000
14 	 0.0000 	 140.0000 	 0.0000
15 	 0.0000 	 150.0000 	 0.0000
16 	 0.0000 	 160.0000 	 0.0000
17 	 0.0000 	 170.0000 	 0.0000
18 	 0.0000 	 180.0000 	 0.0000
19 	 0.0000 	 190.0000 	 0.0000
20 	 -10.0000 	 0.0000 	 0.0000
21 	 -10.0000 	 10.0000 	 0.0000
22 	 -10.0000 	 20.0000 	 0.0000
23 	 -10.0000 	 30.0000 	 0.0000
24 	 -10.0000 	 40.0000 	 0.0000
25 	 -10.0000 	 50.0000 	 0.0000
26 	 -10.0000 	 60.0000 	 0.0000
27 	 -10.0000 	 70.0000 	 0.0000
28 	 -10.0000 	 80.0000 	 0.0000
29 	 -10.0000 	 90.0000 	 0.0000
30 	 -10.0000 	 100.0000 	 0.0000
31 	 -10.0000 	 110.0000 	 0.0000
32 	 -10.0000 	 120.0000 	 0.0000
33 	 -10.0000 	 130.0000 	 0.0000
34 	 -10.0000 	 140.0000 	 0.0000
35 	 -10.0000 	 150.0000 	 0.0000
36 	 -10.0000 	 160.0000 	 0.0000
37 	 -10.0000 	 170.0000 	 0.0000
38 	 -10.0000 	 180.0000 	 0.0000
39 	 -10.0000 	 190.0000 	 0.0000
40 	 -20.0000 	 0.0000 	 0.0000
41 	 -20.0000 	 10.0000 	 0.0000
42 	 -20.0000 	 20.0000 	 0.0000
43 	 -20.0000 	 30.0000 	 0.0000
44 	 -20.0000 	 40.0000 	 0.0000
45 	 -20.0000 	 50.0000 	 0.0000
46 	 -20.0000 	 60.0000 	 0.0000
47 	 -20.0000 	 70.0000 	 0.0000
48 	 -20.0000 	 80.0000 	 0.0000
49 	 -20.0000 	 90.0000 	 0.0000
50 	 -20.0000 	 100.0000 	 0.0000
51 	 -20.0000 	 110.0000 	 0.0000
52 	 -20.0000 	 120.0000 	 0.0000
53 	 -20.0000 	 130.0000 	 0.0000
54 	 -20.0000 	 140.0000 	 0.0000
55 	 -20.0000 	 150.0000 	 0.0000
56 	 -20.0000 	 160.0000 	 0.0000
57 	 -20.0000 	 170.0000 	 0.0000
58 	 -20.0000 	 180.0000 	 0.0000
59 	 -20.0000 	 190.0000 	 0.0000
60 	 -30.0000 	 0.0000 	 0.0000
61 	 -30.0000 	 10.0000 	 0.0000
62 	 -30.0000 	 20.0000 	 0.0000
63 	 -30.0000 	 30.0000 	 0.0000
64 	 -30.0000 	 40.0000 	 0.0000
65 	 -30.0000 	 50.0000 	 0.0000
66 	 -30.0000 	 60.0000 	 0.0000
67 	 -30.0000 	 70.0000 	 0.0000
68 	 -30.0000 	 80.0000 	 0.0000
69 	 -30.0000 	 90.0000 	 0.0000
70 	 -30.0000 	 100.0000 	 0.0000
71 	 -30.0000 	 110.0000 	 0.0000
72 	 -30.0000 	 120.0000 	 0.0000
73 	 -30.0000 	 130.0000 	 0.0000
74 	 -30.0000 	 140.0000 	 0.0000
75 	 -30.0000 	 150.0000 	 0.0000
76 	 -30.0000 	 160.0000 	 0.0000
77 	 -30.0000 	 170.0000 	 0.0000
78 	 -30.0000 	 180.0000 	 0.0000
79 	 -30.0000 	 190.0000 	 0.0000
80 	 -40.0000 	 0.0000 	 0.0000
81 	 -40.0000 	 10.0000 	 0.0000
82 	 -40.0000 	 20.0000 	 0.0000
